dish_id,gt_kcal,gt_ingr_count,gt_ingr,gpt-4.1-mini__kcal_est,gpt-4.1-mini__pct_err,gpt-4.1-mini__dish_ru,gpt-4.1__kcal_est,gpt-4.1__pct_err,gpt-4.1__dish_ru,gpt-4o__kcal_est,gpt-4o__pct_err,gpt-4o__dish_ru,claude-sonnet-4-6__kcal_est,claude-sonnet-4-6__pct_err,claude-sonnet-4-6__dish_ru,claude-haiku-4-5__kcal_est,claude-haiku-4-5__pct_err,claude-haiku-4-5__dish_ru,gemini-2.5-pro__kcal_est,gemini-2.5-pro__pct_err,gemini-2.5-pro__dish_ru,gemini-2.5-flash__kcal_est,gemini-2.5-flash__pct_err,gemini-2.5-flash__dish_ru
dish_1563897369,117.0,3,"cantaloupe, olive oil, sweet potato",70.0,40.2,Дыня и жареные баклажаны,95.0,18.8,Дыня и жареный картофель,150.0,28.2,Дыня и жареный картофель,161.0,37.6,Дыня с жареным картофелем,198.0,69.2,Овощная закуска из моркови и жареного картофеля,138.0,17.9,Запеченный картофель с дыней,280.0,139.3,Дыня и жареный картофель
dish_1563897870,169.3,1,oatmeal,180.0,6.3,каша овсяная на воде с орехами,180.0,6.3,овсяная каша на воде с сахаром,180.0,6.3,Овсяная каша с добавлением сиропа или меда,225.0,32.9,Овсяная каша на воде,228.0,34.7,Молочная каша (манная или рисовая),315.0,86.0,Овсяная каша с грецкими орехами,220.0,29.9,Овсяная каша с орехами
dish_1563897981,243.5,2,"scrambled eggs, bacon",180.0,26.1,яичница-болтунья с беконом,210.0,13.8,Яичница-болтунья с жареным беконом,,,,230.0,5.6,Яичница-болтунья с беконом,285.0,17.0,Завтрак с колбасой и яичницей-болтуньей,225.0,7.6,Скрэмбл с беконом,250.0,2.7,Яичница-скрэмбл с беконом
dish_1563908996,269.9,13,"onions, olive oil, pepper, tomatoes, caesar salad",450.0,66.7,Курица в панировке с зеленой фасолью и салатом Цезарь,370.0,37.1,Куриные наггетсы с зеленой фасолью и салатом Цезарь,450.0,66.7,Салат Цезарь с курицей и стручковой фасолью,540.0,100.1,Куриные наггетсы в панировке с зелёной стручковой фасолью и салатом Цезарь,285.0,5.6,Запеченная рыба с овощами,560.0,107.5,Курица в панировке с салатом Цезарь и стручковой фасолью,650.0,140.8,Куриные наггетсы с зеленой фасолью и салатом Цезарь
dish_1563909580,544.3,12,"mustard greens, cucumbers, tomatoes, salt, mustard",450.0,17.3,"Пицца с сыром, жареная зеленая фасоль, салат из листьев салата и вареный рис с куркумой",470.0,13.7,"Пицца с сыром, жареная зеленая фасоль, салат из шпината, желтый рис",450.0,17.3,"Пицца с гарниром из риса, зеленой фасоли и салата",520.0,4.5,"Запечённая рыба с рисом с куркумой, стручковой фасолью и салатом из шпината",285.0,47.6,Рыба с овощами и рисом,585.0,7.5,"Сборное блюдо: пицца, желтый рис, стручковая фасоль и салат из шпината",650.0,19.4,"Обед с пиццей, рисом, стручковой фасолью и шпинатом"
dish_1563913675,282.7,11,"spinach (raw), vinegar, chard, cherry tomatoes, cheese pizza",450.0,59.2,Салат Цезарь с двумя кусочками пиццы с сыром,410.0,45.0,"Пицца с сыром, салат Цезарь, микс зелёных листьев",,,,520.0,83.9,Пицца с сыром и томатом + салат Цезарь + листья салата микс,385.0,36.2,Салат с сыром и помидорами,560.0,98.1,Пицца Маргарита с салатом Цезарь и миксом зелени,580.0,105.2,Пицца Маргарита и два вида салата
dish_1563913741,353.1,13,"cucumbers, salt, cheese pizza, figs, mustard",520.0,47.3,"Пицца с сыром, рис с куркумой, зеленая фасоль, салат Цезарь, зеленый салат",470.0,33.1,"Пицца с сыром, жареная зелёная фасоль, жёлтый рис, салат Цезарь, микс зелёных листьев",550.0,55.8,"Пицца с гарниром из риса, зеленой фасоли и салата",620.0,75.6,"Комбо-тарелка: пицца, жёлтый рис, зелёная фасоль, салат Цезарь, листовой салат",285.0,19.3,Овощной набор с тофу и зеленью,680.0,92.6,"Ассорти: пицца Маргарита, желтый рис, стручковая фасоль и салат",750.0,112.4,"Обед с пиццей, рисом, стручковой фасолью и салатами"
dish_1563984701,275.2,1,chicken apple sausage,240.0,12.8,Жареные мини-сосиски,180.0,34.6,Обжаренные кружочки куриной колбасы,450.0,63.5,Обжаренные кусочки колбасы,310.0,12.6,Жареные кружочки куриной колбасы/сосисок,420.0,52.6,Печенье с орехами и специями,260.0,5.5,Нарезанные жареные колбаски,250.0,9.2,Куриные или рыбные фрикадельки/наггетсы
dish_1563996485,178.0,11,"salt, pepper, blueberries, chard, arugula",120.0,32.6,"Салат с рукколой, цветной капустой и жареным картофелем",120.0,32.6,"Салат с рукколой, цветной капустой и запечённым картофелем",180.0,1.1,"Салат с рукколой, цветной капустой и запеченным картофелем",230.0,29.2,"Салат с рукколой, цветной капустой и жареным картофелем",245.0,37.6,Салат с жареным картофелем и цветной капустой,285.0,60.1,"Салат с рукколой, цветной капустой и запеченным картофелем",200.0,12.3,"Салат с рукколой, цветной капустой и запеченным картофелем"
dish_1563996596,39.6,1,caesar salad,180.0,354.5,Салат Цезарь,110.0,177.8,Салат Цезарь (без курицы и крутоонов),180.0,354.5,Салат Цезарь (без курицы и сухариков),130.0,228.3,Салат Цезарь (без курицы и крутонов),195.0,392.4,Салат из листовой капусты с оливковым маслом,225.0,468.2,Салат Цезарь,280.0,607.1,Салат Цезарь
dish_1564073677,109.0,3,"scrambled eggs, olive oil, sweet potato",110.0,0.9,Яичница-болтунья с жареными овощами,90.0,17.4,Яичница-болтунья с запечённым бататом,180.0,65.2,Яичница-болтунья с запечённым бататом,265.0,143.2,Яичница-болтунья с запечённым бататом,285.0,161.5,Омлет с жареной сладкой картошкой,225.0,106.5,Скрэмбл с запеченным бататом,250.0,129.4,Яичница-скрэмбл со сладким картофелем
dish_1564159520,227.2,1,bacon,180.0,20.8,жареный бекон,150.0,34.0,Жареный бекон,150.0,34.0,Жареный бекон,138.0,39.3,Жареный бекон,210.0,7.6,Бекон жареный,108.0,52.5,Жареный бекон,140.0,38.4,Жареный бекон
dish_1564168695,385.0,1,pepperoni,320.0,16.9,пицца с пепперони,240.0,37.7,Пицца пепперони (2 небольших кусочка),300.0,22.1,Пицца с пепперони,470.0,22.1,Пицца пепперони (2 кусочка),445.0,15.6,Пицца с пепперони,325.0,15.6,Пицца Пепперони,320.0,16.9,Пицца пепперони
dish_1564429184,389.7,1,tempeh,180.0,53.8,рис с тофу и овощами,110.0,71.8,Жареный рис с тофу и овощами,180.0,53.8,Рис с овощами и зеленью,310.0,20.4,Жареный рис с тофу и овощами,340.0,12.7,Жареный рис с креветками и овощами,215.0,44.8,Жареный рис с тофу и овощами,320.0,17.9,Рис с тофу и овощами
dish_1564432238,455.4,22,"cherry tomatoes, cauliflower, lime, mayonnaise, jalapenos",450.0,1.2,"Салат, ананас, цветная капуста, пицца с пепперони, мясо с овощами",420.0,7.8,"Салат с зеленью, ананас, цветная капуста, кусок пиццы с пепперони, запеканка с мясом и сыром",450.0,1.2,"Ассорти с пиццей, салатом, ананасом, цветной капустой и мясным блюдом",620.0,36.1,Тарелка со смешанными блюдами (шведский стол),520.0,14.2,Мясо с овощами и картофелем,565.0,24.1,"Сборная тарелка с пиццей, салатом, мясом и овощами",620.0,36.1,"Сборная тарелка: пицца пепперони, салат, ананас, цветная капуста, тушеная капуста с мясом"
dish_1564518512,270.7,15,"eggplant, mushroom, spinach (cooked), cheese pizza, olive oil",320.0,18.2,Пицца с куриным окорочком и морковью,270.0,0.3,"Кусок пиццы с сыром, куриное крыло, варёная морковь",350.0,29.3,Пицца с курицей и морковью,410.0,51.5,Куриная ножка с тушёной морковью и запечённой лазаньей/пирогом с сыром,245.0,9.5,"Закуска с крекерами, паштетом и помидорами",415.0,53.3,Куриная ножка с вареной морковью и кусочком пиццы,550.0,103.2,Куриная ножка с морковью и кусочком пиццы
dish_1564588719,222.3,2,"chilaquiles, sausage",600.0,169.9,Пицца с колбасками и картофель фри,420.0,89.0,Жареная курица с сосисками,450.0,102.4,Жареные сосиски с картофельным пюре и овощами,420.0,89.0,Яичница с сосисками (частично съеденная тарелка),680.0,205.9,Картофельные чипсы с сосисками,680.0,205.9,Яичница с сосисками и картофельными оладьями,750.0,237.4,"Завтрак с хашбрауном, сосисками и яичницей"
dish_1564588820,81.1,1,egg whites,15.0,81.5,цветная капуста с перцем,60.0,26.0,Варёная треска с чёрным перцем,40.0,50.7,Варёная цветная капуста с приправами,22.0,72.9,Отварная цветная капуста с перцем,165.0,103.4,Отварной картофель с приправами,132.0,62.7,Сыр фета с черным перцем,208.0,156.4,Сыр фета с черным перцем
dish_1564588859,183.6,4,"egg whites, greek yogurt, milk, chia seeds",180.0,2.0,омлет с семенами чиа и фруктами,140.0,23.7,Яичный белковый омлет с чиа-пудингом и фруктами,180.0,2.0,Омлет из яичных белков с чиа-пудингом и фруктами,195.0,6.2,Яичные белки жареные + чиа пудинг с манго и черникой,310.0,68.9,"Завтрак с маком, картофелем и овощами",315.0,71.6,Сыр моцарелла с чиа-пудингом и фруктами,280.0,52.5,Творог с перцем и пудинг из чиа с фруктами
dish_1564589072,419.3,3,"sweet potato, olive oil, chilaquiles",450.0,7.3,Лазанья с запечённым картофелем и зеленью,420.0,0.2,"Омлет с овощами, картофель, тортилья, зелень и сыр",450.0,7.3,"Омлет с овощами, картофель и соус",520.0,24.0,Курица в томатном соусе с жареным картофелем и сыром,420.0,0.2,Жареный картофель с помидорами и сыром фета,580.0,38.3,Чилакилес с яйцом и картофелем,650.0,55.0,"Чилакилес с яйцом, сыром и картофелем"
dish_1564685482,851.4,17,"millet, steak, olive oil, pizza, lime",550.0,35.4,"салат с булгуром и овощами, кусок пиццы с беконом и луком, кусочек шоколадного пирога",670.0,21.3,"Пицца с мясом, салат из свежих овощей, кусок говядины и кусок шоколадного пирога",650.0,23.7,"Салат с овощами, кусок пиццы, мясо и гарнир",780.0,8.4,"Комбо-тарелка: мини-пицца, булгур с овощами, салат, шоколадный десерт",485.0,43.0,Мясное блюдо с сыром и овощами,980.0,15.1,"Сборная тарелка: говяжий стейк с булгуром, фокачча с сыром и беконом, салат и брауни",1100.0,29.2,"Обед: стейк с кускусом, салат, пицца и брауни"
dish_1564686966,153.2,9,"ketchup, millet, salt, bell peppers, olive oil",120.0,21.7,кусок жареной говядины,85.0,44.5,Кусочки жареной говядины,200.0,30.5,Стейк средней прожарки,175.0,14.2,"Жареная свиная сосиска/колбаска, разрезанная пополам",287.0,87.3,Жареная утиная грудка,105.0,31.5,Нарезанный стейк из говядины,160.0,4.4,Стейк из говядины средней прожарки
dish_1564689078,72.4,9,"almonds, olive oil, mustard, parsley, carrot",15.0,79.3,шпинат с черникой,12.0,83.4,Шпинат с черникой,10.0,86.2,Листья шпината с черникой,12.0,83.4,Салат из шпината с черникой,95.0,31.3,Салат из зелени с оливками,12.0,83.4,Салат из шпината с голубикой,25.0,65.5,Шпинат с черникой
dish_1564691380,96.3,3,"green beans, olive oil, corn on the cob",50.0,48.1,Отварная стручковая фасоль и кукуруза,55.0,42.9,Стручковая фасоль с кукурузой,80.0,16.9,Стручковая фасоль с кукурузой,45.0,53.3,Стручковая фасоль с желтыми томатами,52.0,46.0,Стручковая фасоль с помидорами,76.0,21.0,Овощной гарнир,100.0,3.9,Овощной гарнир (стручковая фасоль и кукуруза)
dish_1564691450,542.3,17,"millet, corn on the cob, green beans, vinegar, steak",350.0,35.5,"Стейк из говядины с салатом, стручковой фасолью и кукурузой",340.0,37.3,"Говядина с овощами, стручковой фасолью, салатом и кукурузой",350.0,35.5,Мясо с овощами и салатом,420.0,22.6,"Жареное мясо с зелёной фасолью, кукурузой и салатом из зелени",420.0,22.6,Стейк из говядины с овощами,485.0,10.6,Стейк из говядины с овощами,550.0,1.4,"Мясное блюдо с зеленой фасолью, кукурузой и салатом"
dish_1564773826,10.1,1,cherry tomatoes,10.0,0.8,Помидоры черри,8.0,20.6,помидоры черри на тарелке,9.0,10.7,Помидоры черри,14.0,38.9,Черри-томаты,15.0,48.8,Нарезанные помидоры черри,9.0,10.7,Помидоры черри,5.0,50.4,Помидоры черри
dish_1564777960,331.0,10,"spinach (cooked), cheese pizza, shallots, onions, salt",400.0,20.8,Лаваш с сыром и жареное мясо,370.0,11.8,Кусок мясной запеканки и кусок пиццы,320.0,3.3,Мясо с кусочком лепёшки,520.0,57.1,Кусок пиццы и жареное мясо (свинина),245.0,26.0,Рыба с овощами гарниром,365.0,10.3,Кусочек пиццы и тушеное мясо,450.0,35.9,Кусочек пиццы и тушеное мясо
dish_1565024741,359.9,3,"turkey bacon, scrambled eggs, roasted potatoes",550.0,52.8,"Завтрак с яичницей, беконом и жареным картофелем",320.0,11.1,Яичница-болтунья с индюшачьим беконом и жареным картофелем,350.0,2.8,Яичница-болтунья с картофелем и полосками бекона,620.0,72.3,Завтрак: яичница-болтунья с колбасками и жареным картофелем,485.0,34.7,Сосиска с картофелем и яичницей,515.0,43.1,Яичница-скрэмбл с беконом и картофелем,550.0,52.8,"Завтрак с яичницей, беконом и картофелем"
dish_1565031283,252.7,13,"kale, onions, olive oil, green onions, broccoli",70.0,72.3,рис с мясом и зеленью,65.0,74.3,Рис с мясом и шпинатом,150.0,40.6,Рис с зеленью и мясом,230.0,9.0,Жареный рис с зеленью и овощами,285.0,12.8,Лосось с овощами и зеленью,65.0,74.3,Остатки плова,220.0,12.9,Рис с мясом и зеленью
dish_1565032748,544.3,18,"beef, arugula, orange juice, mustard, onions",220.0,59.6,Жареные баклажаны с рисом и салатом из зелени и дыни,210.0,61.4,Овощи на гриле с мясом и салатом,320.0,41.2,Овощи с мясом и салатом,420.0,22.8,"Говядина с бурым рисом, запечёнными баклажанами, тыквой и салатом из шпината",520.0,4.5,Стейк с запечённым картофелем и овощами,485.0,10.9,"Свинина с рисом, запеченными баклажанами и салатом с дыней",450.0,17.3,"Мясо с рисом, запеченными баклажанами и салатом из шпината с дыней"
dish_1565033189,578.1,4,"chicken, mixed greens, broccoli, olives",320.0,44.6,"Салат с курицей, брокколи и красной фасолью",340.0,41.2,"Салат с куриной грудкой, брокколи, красной фасолью и зелёным салатом",320.0,44.6,"Салат с курицей, брокколи и фасолью",310.0,46.4,"Салат с курицей, брокколи и красной фасолью",245.0,57.6,"Салат с курицей, брокколи и красной фасолью",365.0,36.9,"Салат с курицей, брокколи и фасолью",320.0,44.6,"Салат с курицей, брокколи, фасолью и зеленью"
dish_1565035746,43.1,2,"onions, cauliflower",25.0,42.0,цветная капуста с красным луком,22.0,49.0,Цветная капуста с красным луком,35.0,18.8,Цветная капуста с красным луком,42.0,2.6,Варёная цветная капуста с красным луком,196.0,354.8,Картофельное пюре с красным луком,32.0,25.8,Отварная цветная капуста с красным луком,45.0,4.4,Отварная цветная капуста с красным луком
dish_1565036821,325.5,14,"soy sauce, salt, vinegar, olive oil, beef",350.0,7.5,Запечённое мясо с зелёным луком и кусок пиццы с сыром,290.0,10.9,Кусок пиццы с сыром и кусок говядины с овощами,320.0,1.7,Кусок пиццы и мясо с овощами,430.0,32.1,Мясо тушёное с овощами и лепёшка/пицца с сыром,385.0,18.3,Лазанья с мясным фаршем и овощами,225.0,30.9,Остатки еды: кусочек пиццы и говяжий рулет,350.0,7.5,Кусочек пиццы и мясо с овощами
dish_1565117962,379.9,3,"chicken breast, bell peppers, tuna",320.0,15.8,Курица с рисом и овощами,285.0,25.0,Куриная грудка с рисом и овощами,400.0,5.3,Курица с рисом и овощами,410.0,7.9,Куриное филе с рисом и овощами,285.0,25.0,Рис с курицей и овощами,298.0,21.6,"Салат с курицей, тунцом и болгарским перцем",380.0,0.0,Курица с тунцом и болгарским перцем
dish_1565119439,465.4,10,"vinegar, millet, bok choy, beef, cheese pizza",350.0,24.8,Пицца с мясом,340.0,26.9,Пицца с сыром и жареная говядина,450.0,3.3,Пицца с сыром и жареное мясо,560.0,20.3,Жареная свинина и пицца,410.0,11.9,Котлета мясная с картофельным пюре,415.0,10.8,Кусочки пиццы и жареная свинина,550.0,18.2,Пицца и тушеное мясо
dish_1565123845,268.7,12,"olive oil, zucchini, onions, cheese pizza, spinach (cooked)",350.0,30.3,"кусок пиццы, жареная говядина, жареные овощи",270.0,0.5,"Кусок пиццы, говядина с овощами",350.0,30.3,Мясо с овощами и кусочком пиццы,420.0,56.3,Мясо с овощами гриль и кусочек пиццы,520.0,93.6,Мацо с паштетом из печени и овощами,295.0,9.8,"Ассорти из пиццы, мяса и овощей",450.0,67.5,"Сборная тарелка: пицца, мясо, жареные кабачки"
dish_1565210009,263.8,14,"olive oil, lemon juice, kale, onions, salt",180.0,31.8,Курица с овощами на пару,185.0,29.9,"Запечённая куриная грудка с брокколи, брюссельской капустой и стручковой фасолью",,,,320.0,21.3,Запечённая курица с овощами (стручковая фасоль и брокколи/брюссельская капуста),520.0,97.1,Жареная рыба с зеленой фасолью и картофелем,325.0,23.2,Тушеная курица с жареными овощами,350.0,32.7,Курица с брюссельской капустой и стручковой фасолью
dish_1565370004,570.9,4,"bacon, olive oil, scrambled eggs, green beans",450.0,21.2,яичница-болтунья с беконом и жареной зеленой фасолью,390.0,31.7,Яичница-болтунья с жареной фасолью и беконом,350.0,38.7,Яичница-болтунья с беконом и стручковой фасолью,430.0,24.7,Яичница-болтунья с беконом и зелёной фасолью,385.0,32.6,Картофельное пюре с беконом и зелёной фасолью,445.0,22.1,Скрэмбл с беконом и стручковой фасолью,450.0,21.2,Яичница-скрэмбл с беконом и стручковой фасолью
dish_1565383128,600.3,6,"parmesan cheese, cucumbers, vinaigrette, olives, chicken",320.0,46.7,"Салат с курицей, шпинатом, огурцом, фасолью, пармезаном и соусом",320.0,46.7,"Салат с курицей, шпинатом, пармезаном, фасолью, огурцом и соусом",280.0,53.4,"Салат с курицей, сыром, овощами и соусом",320.0,46.7,"Салат со шпинатом, курицей, маслинами, огурцом и пармезаном под соусом",385.0,35.9,"Салат с курицей, авокадо и пармезаном",395.0,34.2,"Салат с курицей, фасолью и пармезаном",450.0,25.0,"Салат с курицей, шпинатом, огурцами, оливками и пармезаном"
dish_1565627751,68.9,2,"sweet potato, olive oil",20.0,71.0,запечённая тыква,45.0,34.7,Запечённый батат кубиками,86.0,24.8,Запечённый батат,68.0,1.3,Запечённая тыква кусочками,52.0,24.5,Запечённая тыква,112.0,62.5,Запеченный батат,90.0,30.6,Запеченный батат
dish_1565638599,368.7,18,"parmesan cheese, arugula, white rice, garlic, parsley",350.0,5.1,Курица с гречкой и спаржей,320.0,13.2,"Гречка с овощами, куриное филе в панировке, тушёная курица с овощами, отварная спаржа",350.0,5.1,"Курица с гречкой, спаржей и овощами",420.0,13.9,"Гречка с овощами, куриное филе запечённое и спаржа тушёная",520.0,41.0,Стейк с гарниром из зелёной фасоли и киноа,415.0,12.6,Куриная грудка в панировке с гречкой и спаржей,520.0,41.0,Курица в панировке с гречкой и спаржей
dish_1565640427,195.8,1,brownies,60.0,69.4,кусочек шоколадного торта,140.0,28.5,Кусочек шоколадного пирога с листиком мяты,200.0,2.2,Кусочек шоколадного торта с листиком мяты,85.0,56.6,Остаток кусочка пиццы с базиликом,165.0,15.7,Суп-пюре из картофеля со сливками,25.0,87.2,Остатки еды,25.0,87.2,Остатки еды на тарелке
dish_1565711183,460.4,11,"blackberries, vinaigrette, bacon, granola, mixed greens",400.0,13.1,"яичница с брюссельской капустой, салатом и беконом",220.0,52.2,"Яичница из белков с брюссельской капустой, жареным беконом и миксом салата",220.0,52.2,"Яичница-болтунья с брюссельской капустой, салатом и беконом",310.0,32.7,"Тарелка с пюре из цветной капусты, жареными брюссельскими ростками, беконом и зелёным салатом",445.0,3.3,"Салат с картофелем, беконом, маслинами и зеленью",365.0,20.7,"Завтрак с яичным белком, беконом, брюссельской капустой и салатом",450.0,2.3,"Завтрак с яичницей, жареной брюссельской капустой, беконом и зеленым салатом"
dish_1565711527,484.8,6,"salt, pepper, brussels sprouts, scrambled eggs, olive oil",350.0,27.8,яичница-болтунья с брюссельской капустой и хашбрауном,270.0,44.3,Яичница-болтунья с брюссельской капустой и картофельными хашбраунами,,,,490.0,1.1,Яичница-болтунья с картофельными драниками и жареной брюссельской капустой,385.0,20.6,Картофельные драники с маринованными огурцами и рисом,365.0,24.7,Скрэмбл с брюссельской капустой и хашбрауном,450.0,7.2,"Завтрак с яичницей, брюссельской капустой и хашбрауном"
dish_1565721855,479.0,13,"zucchini, chayote squash, spinach (raw), chicken, wheat berry",420.0,12.3,Курица с гречкой и жареными овощами,270.0,43.6,Курица с гречкой и тушёными овощами,420.0,12.3,Курица с гречкой и овощами,480.0,0.2,Запечённая курица с овощами и чечевицей,420.0,12.3,Запеченная курица с картофелем,495.0,3.3,Запеченная курица с овощами и чечевицей,650.0,35.7,"Курица с жареными кабачками, картофелем и чечевицей"
dish_1565724509,30.8,2,"chayote squash, zucchini",90.0,192.1,Обжаренные кабачки и картофель,18.0,41.6,Тушёные кабачки и цукини,70.0,127.2,Обжаренные кабачки,95.0,208.3,Жареные кабачки с манго или тыквой в кляре/соусе,156.0,406.3,Жареный картофель с травами,10.0,67.5,Остатки жареных овощей,105.0,240.8,Жареные кабачки и тыква
dish_1565797671,39.2,2,"berries, watermelon",30.0,23.5,"Фруктовая тарелка с арбузом, клубникой и черникой",25.0,36.3,"Фруктовый салат (арбуз, клубника, черника)",50.0,27.4,Фруктовый салат,62.0,58.0,"Фруктово-ягодная тарелка (арбуз, клубника, черника)",62.0,58.0,Ассорти из свежих ягод и фруктов,36.0,8.3,Фруктовая тарелка,60.0,52.9,"Фруктовый салат из арбуза, клубники и голубики"
dish_1565799565,240.0,3,"sweet potato, olive oil, egg whites",280.0,16.7,Яичница-болтунья с жареным бататом,145.0,39.6,Яичные белки с запечённым бататом,150.0,37.5,Яичные белки с запечённым бататом,195.0,18.8,Яичные белки scrambled с жареным бататом,285.0,18.7,Пюре картофельное с запечённой сладкой картошкой,190.0,20.8,Яичница-скрэмбл с запеченным бататом,330.0,37.5,Творог с запеченным бататом
dish_1565809033,341.4,4,"bell peppers, onions, cherry tomatoes, tuna",220.0,35.6,Салат с тунцом и овощами,210.0,38.5,Салат с тунцом и овощами,200.0,41.4,Салат с тунцом и овощами,245.0,28.2,Салат из консервированного тунца с овощами,485.0,42.1,Рис с овощами и фаршем,215.0,37.0,Салат с тунцом,280.0,18.0,Салат из тунца с овощами
dish_1565810146,36.4,9,"lettuce, carrot, salt, pumpkin seeds, mustard",5.0,86.3,Салат из рукколы,5.0,86.3,руккола на тарелке,7.0,80.8,Салат из рукколы,6.0,83.5,Рукола свежая,105.0,188.1,Зелёный салат из рукколы,6.0,83.5,Салат из рукколы,8.0,78.0,Салат из рукколы
dish_1565811139,902.2,6,"carrot, goat cheese, olive oil, broccoli, spinach (raw)",210.0,76.7,"Салат со шпинатом, брокколи, морковью, курицей и яйцом",180.0,80.0,"Салат со шпинатом, брокколи, морковью и фетой",180.0,80.0,"Салат с брокколи, шпинатом, морковью и сыром фета",220.0,75.6,"Салат со шпинатом, брокколи, морковью, курицей и яйцом",185.0,79.5,"Салат с листьями салата, овощами и сыром фета",315.0,65.1,"Салат со шпинатом, курицей, брокколи и фетой",300.0,66.7,"Салат со шпинатом, курицей, брокколи, морковью и фетой"
dish_1565811588,348.5,18,"garlic, radishes, jalapenos, chicken thighs, olive oil",120.0,65.6,Запеканка с овощами и салат из свежих листьев,170.0,51.2,Салат из свежих овощей с курицей и редисом,250.0,28.3,"Салат с зеленью и овощами, тушеная курица с овощами",370.0,6.2,Жареный рис с овощами и зелёный салат с редисом арбузным,320.0,8.2,Стейк из тунца с хрустящей корочкой и зеленым салатом,345.0,1.0,Салат с курицей и овощами,380.0,9.0,Салат с курицей и овощами
dish_1565812116,44.4,9,"mustard, salt, olive oil, blueberries, vinegar",90.0,102.5,Салат с рукколой и орехами,25.0,43.7,"Салат с рукколой, орехами и томатами",70.0,57.5,Салат с рукколой и орехами,65.0,46.3,Салат из рукколы с помидорами и гренками,285.0,541.3,Салат из руколы с беконом,118.0,165.5,Салат с рукколой и орехами,70.0,57.5,Салат из рукколы с орехами
dish_1565884766,469.6,3,"watermelon, waffles, egg whites",350.0,25.5,Вафли с творогом и арбузом,270.0,42.5,Яичные белки с вафлями и арбузом,250.0,46.8,Вафли с яичными белками и арбузом,310.0,34.0,"Завтрак: яичница-болтунья, вафли и арбуз",345.0,26.5,"Завтрак с вафлями, картофельным пюре и помидорами",395.0,15.9,"Завтрак с яичницей, вафлями и арбузом",380.0,19.1,"Завтрак с вафлями, яичными белками и арбузом"
dish_1565894858,132.8,1,cookies,120.0,9.7,шоколадное печенье с белым шоколадом,120.0,9.7,Шоколадное печенье с орехами,150.0,12.9,Шоколадное печенье с орехами,82.0,38.3,Шоколадная конфета с орехами,245.0,84.4,Шоколадный мусс или паста,125.0,5.9,Шоколадное печенье с белым шоколадом и орехами,140.0,5.4,Шоколадное печенье с орехами
dish_1565898489,46.0,1,olives,30.0,34.8,маслины без косточек,60.0,30.4,маслины каламата,115.0,150.0,Миска с оливками,56.0,21.7,Маслины/оливки чёрные,63.0,37.0,Красные маслины без косточки,75.0,63.0,Оливки Каламата,45.0,2.2,Оливки Каламата
dish_1565972429,468.5,4,"olive oil, egg whites, sweet potato, salsa",350.0,25.3,Картофель жареный с творогом и соусом,270.0,42.4,"Картофель, запечённый с кожурой, с творогом и соусом",350.0,25.3,Картофель с творогом и соусом,510.0,8.9,Вареники или клёцки с жареным картофелем и подливкой,385.0,17.8,Картофель жареный с луковым соусом и творогом,580.0,23.8,Жареный картофель с сыром и соусом,650.0,38.7,Жареный картофель с творогом и соусом
dish_1565972715,657.5,13,"cucumbers, vinegar, green beans, scrambled eggs, pepper",450.0,31.6,"яичница-болтунья с колбасками, стручковой фасолью и салатом из шпината с морковью",480.0,27.0,"Омлет с колбасками, жареной стручковой фасолью и салатом из шпината с морковью",520.0,20.9,Овощи с сосисками и яичницей,580.0,11.8,"Завтрак: яичница-болтунья с колбасками, жареной стручковой фасолью и салатом из шпината с морковью",520.0,20.9,"Омлет с колбасой, стручковой фасолью и зеленым салатом",515.0,21.7,Скрэмбл с колбасками и салатом из шпината,650.0,1.1,"Завтрак с яичницей, сосисками, стручковой фасолью и шпинатом"
dish_1566328776,901.8,3,"chicken, cherry tomatoes, pizza",450.0,50.1,"Пицца с ветчиной и ананасами, куриное филе и помидоры черри",540.0,40.1,"Пицца с ветчиной и ананасом, куриная грудка, черри",750.0,16.8,Пицца с курицей и помидорами черри,520.0,42.3,"Кусочки пиццы с ветчиной и ананасом, куриная грудка кубиками и помидоры черри",685.0,24.0,"Пицца с ветчиной и ананасом, мусс из куриного паштета и помидоры черри",615.0,31.8,Гавайская пицца с куриной грудкой и помидорами черри,650.0,27.9,"Пицца с ветчиной и ананасами, куриное филе и томаты черри"
dish_1566328961,605.8,17,"bell peppers, shallots, garlic, jalapenos, spinach (raw)",350.0,42.2,пицца с мясом,420.0,30.7,"Пицца с сыром и томатным соусом, говядина жареная",600.0,1.0,Пицца с кусочками мяса,610.0,0.7,Пицца и жареное мясо (говядина),520.0,14.2,Стейк с картофельными дольками,415.0,31.5,Ассорти из мяса и пиццы,550.0,9.2,"Смешанное блюдо: пицца, курица и говядина"
